,id,name,cb_description,industry1,score1,industry2,score2,industry3,score3
99,2082,AirPublic,airpublic provide world city citizen dynamic granular representative datum air pollution currently available develop expertise apply iot environmental sensing emerge smart city revolution,Circular Economy,0.85,Industrial IoT,0.85,Business Intelligence,0.843
100,6136,AirSense-Wireless,airsense wireless european market leader wi fi cellular network interoperability work mobile network operator wi fi network enable seamless switch network demand wireless service increase need airsense wireless technology airsense wireless mission change mobile datum forever,IoT,0.832,Network Infrastructure,0.827,5G Networks,0.822
101,6552,Airstrip-Technologies,airstrip technology platform securely deliver critical patient information include virtual real time waveform datum directly hospital monitoring system doctor nurse smart phone laptop desktop platform completely reusable scalable datum independent employ healthcare enterprise,Connected Life,0.854,Health Tech,0.847,IoT,0.845
102,2641,Airsupply,airsupply demand teacher marketplace provide vet verify substitute supply teacher help school save money pay teacher,EdTech,0.813,Sharing Economy,0.801,Human Resources,0.792
103,8828,Airvet,airvet telehealth platform design offer continuity care pet parent veterinarian aim support strengthen exist relationship veterinarian client veterinarian engage client pet parent video real time chat drive clinic revenue create continuity care achievable innovative veterinary community company found headquartered los angeles california,Health Tech,0.795,InsurTech,0.77,Retail,0.764
104,5236,Aiven,aiven technology drive company enable business manage open source datum infrastructure cloud headquarter helsinki office berlin sydney toronto boston aiven provide manage open source data technology like postgresql kafka major cloud enable customer drive business result open source trigger true transformation far backyard,Data Infrastructure,0.783,Cloud Infrastructure,0.782,Data Management,0.781
105,5934,Ajenta,globally focus business work closely client create simple cost effective communication tool change way people collaborate,Social Networks,0.849,Future of Work,0.847,Productivity,0.835
106,6049,Akeero,akeero assist devop product security team design deliver secure cloud infrastructure begin develop automate threat model platform assist product team produce buggy product customer use product build threat model gain visibility cyber asset achieve compliance,Platforms,0.849,Cloud Computing,0.843,Data Storage,0.839
107,5693,Akoni-Hub,akoni tech startup currently build business focus cash deposit marketplace sme future expansion sme product aim use technology machine learn improve financial outcome business,Future of Work,0.849,Creator Economy,0.84,EdTech,0.832
108,4358,Akrivia-Health,akrivia health provide datum research clinical trial optimization molecular characterization mental health dementia provide assistance process early stage drug discovery market analysis clinical trial revenue management,Sales & CRM,0.878,InsurTech,0.857,AdTech,0.849
109,5338,Aktiia,found switzerland passion turn insight action fight hypertension aktiia groundbreaking medical technology provide people physician comprehensive insight blood pressure pattern inform diagnosis management hypertension available united kingdom aktiia receive ce mark class iia medical device signify device assess meet high safety health environmental protection requirement europe learn visit,Health Tech,0.821,MedTech,0.8,EdTech,0.783
110,10708,Akura-Medical,akura medical develop generation thrombectomy device aim simplify thrombectomy easy use single pass procedure efficiently remove blood clot,MedTech,0.81,Healthcare,0.802,Health Tech,0.794
111,7016,Alaan,alaan multi currency spend management platform enable sme digitise business expense provide employee corporate card company purchase automate invoicing process,Payments,0.854,InsurTech,0.846,DeFi,0.846
112,83,Alan,alan stop health partner access healthy productive life empower body mind service include intuitive health insurance offer alan clinic navigate healthcare system alan mind mental offer thing alan people healthier happy productive new independent insurance license france french prudential supervisory authority acpr operate france belgium spain alan raise,Health Tech,0.78,InsurTech,0.761,EdTech,0.758
113,5937,Alaric-Systems,alaric system limit provide soa orient payment software product bank retailer issuer acquirer service provider globally company strategic alliance hewlett packard ibm mastercard international oracle stratus technologies visa international sun microsystem alaric system limit incorporate headquartered london united kingdom international office united states malaysia australia,Payments,0.746,DeFi,0.743,Crypto,0.74
114,6769,Alasco,alasco support project controller developer automate workflow availability financial datum place central information source increase productivity participant method decrease probability error assure comprehensive transparency fast decision make,Productivity,0.897,Analytics,0.878,Future of Work,0.868
115,8866,albo,albo lead mexican challenger bank help manage money adapt lifestyle bring honest service care albo offer mobile banking app banking account mastercard card allow easily spend save invest money open account second phone having disposal personalized financing tool help assist make well financial decision able free money transfer whichever bank albo include innovate function one mention,Payments,0.774,DeFi,0.771,FinTech,0.757
116,7463,Alchemab-Therapeutics,alchemab therapeutic develop natural protective antibody design people free hard treat disease company building transformative engine identify drug target develop pipeline antibody therapeutic hard treat cancer neurodegenerative condition infectious disease alchemab therapeutic establish uri laserson jane osbourn london england,Psychedelics,0.785,BioTech,0.774,Genomics,0.762
117,7128,Alderaan-Biotechnology,alderaan biotechnology biotechnology company develop antibody target new original target immuno oncology express nk cell particular,Longevity,0.797,BioTech,0.787,Life Sciences,0.785
118,9110,Alena,alena use neuroscience base game assess user behaviour identify think pattern drive key mental health disorder deeply understand alena suggest optimal intervention dynamically adapt user change need alena found london bring lead figure world computational neuroscience psychiatry user centric innovation learn alena website,Analytics,0.816,Generative AI,0.815,Metaverse,0.798
119,7263,Aleph-Alpha,aleph alpha mission transform human machine interaction research develop deploy large language model run fast european commercial ai cluster generative ai solution enable enterprise governmental organization build truly intelligent product,Analytics,0.873,Platforms,0.852,Data Infrastructure,0.844
120,10652,Alerzo,alerzo e commerce retail company provide technology service platform transform informal retail store operate offer demand inventory distribution financial service small informal store provide real time market trend customer feedback consumer purchasing datum brand manufacturer company found base ibadan nigeria,Retail,0.839,E-commerce,0.828,Physical Storage,0.797
121,4961,Alesi-Surgical,alesi surgical found develop commercialise product improve safety efficacy outcome surgical procedure company spin welsh institute minimal access therapy wimat lead surgical training centre uk alesi surgical unique level access experience surgeon surgical trainer trainee allow identify issue procedure design device address issue,MedTech,0.834,Health Tech,0.815,Healthcare,0.81
122,8182,Alessandro-Isola,alessandro isola high end architectural product design studio alessandro isola studio strive deliver project awareness space acknowledge gesture inherent patience understand situation importantly listen heart subject studio believe design visible aspect life limit represent challenge,Future of Work,0.809,Social Networks,0.801,EdTech,0.799
123,5826,Alexza-Pharmaceuticals,alexza pharmaceutical emerge specialty pharmaceutical company focus development commercialization novel proprietary product treatment acute intermittent condition found headquartered mountain view california,Life Sciences,0.816,MedTech,0.802,Psychedelics,0.79
124,293,Algolia,algolia search service platform enable company size deliver fast relevant digital experience drive real result algolia consumer able easily find discover want web mobile voice algolia allow developer business team build optimize delightful search discovery experience increase online engagement conversion rate revenue,Analytics,0.815,Creator Economy,0.79,Business Intelligence,0.781
125,2117,Alice-SI,alice help charity raise fund base impact donor know money pay successful social programme donation hold smart contract secure blockchain donor maximum transparency impact money make goal restore public trust charity donation raise fund social mission,Creator Economy,0.767,Sharing Economy,0.745,Disinformation,0.739
126,4920,Alimetry,alimetry health technology startup base auckland new zealand develop breakthrough solution diagnose disorder gastrointestinal gi function,MedTech,0.842,Longevity,0.832,Health Tech,0.829
127,7566,All-4-Games,games use connection channel tv uk promote market indie mobile game give developer unique access mainstream audience assistance lifecycle game development launch,Creator Economy,0.866,Gaming,0.833,Metaverse,0.82
128,10484,Allmyhomes,allmyhome bring efficiency transparency complete marketing process new build real estate integrate marketing sale activity software platform allmyhome give developer information control project order datum drive agile success,Analytics,0.864,Productivity,0.863,Business Intelligence,0.855
129,7378,Allocations,allocation technology company build private equity venture capital economy open enable financial inclusion person business allocation raise excess m investor august include irish angel vitalize vc allocations angels lfg venture browder capital tvc jamie rogozinski joey krug bruce menin russell galbut date allocation power private fund total approximately m volume,DeFi,0.818,Creator Economy,0.792,Web3,0.776
130,2925,Alloxentric,alloxentric communication platform integrate voice text design automate multi channel contact strategy cooperate dynamic ethical integrative collaborative manner purpose increase engagement experience customer,Social Networks,0.875,Future of Work,0.849,Platforms,0.841
131,8699,All-Shades-Covered,young vibrant company passionate supply select quality hair beauty product truly believe woman deserve positive transparent shopping experience asc bear desire provide want access quality hair beauty product base victoria london team young professional share desire change community dream big want consumer journey provide shopping experience deserve guarantee great product speedy delivery end phone question come beauty got cover,Fashion,0.731,Beauty,0.731,Retail,0.725
132,10807,Allylix,allylix early stage biotechnology company develop terpene product derivative flavor fragrance food ingredient pharmaceutical agricultural biofuel market product comprise nootkatone grapefruit flavor fruit juice citrus flavored soda company develop sesquiterpene aroma chemical segment flavor fragrance market production platform pharmaceutical nutraceutical agricultural market allylix found base san diego california research development laboratory lexington kentucky,Retail,0.72,Psychedelics,0.716,Semiconductors,0.706
133,5793,Alnylam-Pharmaceuticals,alnylam translation rna interference rnai new class innovative medicine potential transform live people afflict rare genetic cardio metabolic hepatic infectious central nervous system disease base nobel prize win science rnai therapeutic represent powerful clinically validate approach treatment wide range severe debilitate disease,Genomics,0.808,Psychedelics,0.795,Longevity,0.793
134,1375,Alpha-i,alpha predictive maintenance platform aerospace wind energy use machine learning provide actionable insight reduce downtime found alpha world class research development team back tier venture capital,Analytics,0.843,Future of Work,0.838,Creator Economy,0.837
135,3384,Alpima,combine decade global market expertise late advance data science technology help professional institutional investor harness digitization finance deliver secure scalable high performance environment cloud premise offer truly personalise service scale engage digital experience client service offer brand configure fit business,Platforms,0.865,Cloud Infrastructure,0.845,Cloud Computing,0.836
136,10423,Altacor,altacor develop bring market specialist ophthalmic product design need ophthalmologist patient altacor bring skill drug development depth market knowledge understand european regulatory environment create portfolio high quality differentiate prescription medicine set new standard sector altacor pipeline include product dry eye glaucoma glaucoma surgery ocular surgery,Health Tech,0.767,Healthcare,0.743,MedTech,0.733
137,1964,Altered-State-Machine,altered state machine aim platform protocol developer build create compete ai base agent bot upgrade train ai buy sell nft bring evolution nft,Creator Economy,0.805,Analytics,0.796,Big Data,0.791
138,6822,Altermune-Technologies,altermune technology llc newly form company focus development novel therapeutic combat resistant pathogen mrsa difficile pseudomona pandemic influenza company lead team house scientist wide network partnership include collaborative research arrangement number university usa europe corporate relationship company oligonucleotide synthesis aptamer selection,Genomics,0.782,BioTech,0.777,Psychedelics,0.774
139,3260,Alternative-Bio,alternative bio biotechnology company focus develop novel therapeutic target previously untapped class post translational modifying enzyme,Life Sciences,0.816,Longevity,0.809,BioTech,0.809
140,6720,Altitun,altitun ab provide tunable laser product line design help system vendor carrier reduce cost today drive optical network tomorrow altitun provider world complete tunable laser product line,Industrial IoT,0.822,IoT,0.81,Network Infrastructure,0.792
141,9024,Alto-Neuroscience,alto neuroscience clinical stage biopharmaceutical company integrate biology patient drug development improve live people mental health condition ai enable biomarker platform alto neuroscience combine rich source information patient brain activity behavior rapidly develop highly effective medicine target population alto neuroscience aim replace today trial error clinical approach align right alto drug right patient redefine psychiatry time world need,Health Tech,0.804,Genomics,0.79,BioTech,0.775
142,9830,Altus-Pharmaceuticals,altus information technology consulting firm global impact trust strategic partner world class healthcare provider global manufacturing company financial institution lead business,Retail,0.835,Sales & CRM,0.806,RegTech,0.806
143,7239,Amalyst,amalyst limited develop catalyst fuel cell electrolyser application offer electrode catalyst employ proton exchange membrane fuel cell water electrolyser provide core energy conversion function,Energy Storage,0.805,Semiconductors,0.793,Energy Distribution,0.778
144,7601,Amantys,amantys ltd establish bring power electronic technology develop cambridge university market company develop power electronic product high level programmability enable new exciting possibility field power electronic design,Industrial IoT,0.823,Automotive,0.801,EdTech,0.794
145,7452,Amathus-Therapeutics,amathus therapeutic biotechnology firm work compound treat stress parkinson disease molecular process include oxidative stress response proteasomal degradation unfold protein response autophagy mitophagy,Longevity,0.872,Genomics,0.864,BioTech,0.841
146,8306,Am-Beo,beo global provider real time rating settlement solution communication generation service industry beo flagship product rate provide rating revenue settlement voice data content usage base service beo provide roam inter carrier roam agreement settlement,Platforms,0.849,Cloud Infrastructure,0.845,InsurTech,0.84
147,8599,Ambient-Industries,ambient industry smartphone software startup ambient industry venture fund found jane sale tristan brotherton roger nolan jane roger previously founder symbian software,Creator Economy,0.807,Metaverse,0.765,Entertainment,0.765
148,1248,Ambify,ambify environmental health tech company develop hardware software solution monitor reduce environmental pollutant ambify focus create custom hardware software solution real time microenvironmental risk monitoring ambify found headquartered london england,Health Tech,0.775,Carbon Capture,0.763,Analytics,0.762
149,8794,AmbioPharm,ambiopharm manufacture company manufacture active pharmaceutical ingredient generic peptide undertake development production research grade complex peptide generic pharmaceutical active pharmaceutical ingredient pre clinical vitro medicinal toxicology program responsive business model rapid manufacturing process enable pharmaceutical biotech company peptide project preclinical clinical commercial quickly low cost,BioTech,0.782,Life Sciences,0.769,Healthcare,0.75
150,3843,Ambisense,ambisense drive innovation environmental space technology platform optimize delivery environmental risk assessment world large infrastructure project industrial waste vertical ambilytic encompass iot ml solution combine information remotely deploy field device contextual data source weather satellite geophysical operational datum build machine learning model model identify relationship pattern driver hide datum allow customer forecast predict behaviour target environmental pollutant,Analytics,0.83,Data Management,0.829,Generative AI,0.824
151,10486,Ambrx,ambrx clinical stage biopharmaceutical company expand genetic code technology platform discover develop engineer precision biologic include generation antibody drug conjugate adcs bispecific target immuno oncology therapy novel cytokine modulate immune system long act therapeutic peptide metabolic cardiovascular disease ambrx advance robust portfolio clinical preclinical program design optimize efficacy safety ease use multiple therapeutic area include lead product candidate,Genomics,0.833,BioTech,0.814,Longevity,0.796
152,10638,Ambys-Medicines,ambys medicine biotechnology company focus discover develop regenerative restorative therapy ambys medicine work fundamentally transform live people suffer severe liver disease create breakthrough therapy capable restore liver function prevent progression liver disease treat devastating complication liver failure,Longevity,0.81,Psychedelics,0.795,Health Tech,0.786
153,3974,Amdaris,amdaris deliver innovative software development product design digital transformation application support consultancy service uk headquarters eastern europe delivery centre proud work diverse range sector deliver combination exciting innovation business critical modernization project grow fast talented employee deliver outstanding customize secure software development service seamless support international customer,Platforms,0.834,InsurTech,0.809,Data Infrastructure,0.807
154,3275,Amenitiz,create amenitiz believe technology key make success profitability accessible hoteli world heart paris uyuni salt flat bolivia mission build platform help owner grow manage vacation property make attract guest manage booking craft exceptional experience simple easy invite grow community help redefine future online hospitality,Creator Economy,0.784,Future of Work,0.775,Travel,0.775
155,6834,Amphivena-Therapeutics,amphivena therapeutics clinical stage immuno oncology company develop platform dual function biologic amphivena restore platform provide dual action biologic relieve immune suppression activate t cell effector function cancer patient platform design integrate element avidity target selectivity enhance safety single molecule engineer additional solid tumor target modality add functionality direct tumor cell killing found headquartered south san francisco california,Genomics,0.793,BioTech,0.753,Psychedelics,0.751
156,3421,Amphora-Medical,amphora medical minnesota base developer medical device instrument company currently work novel cystoscopic device potential improve bladder function quality life people overactive bladder syndrome oab found headquartered minneapolis minnesota united states,MedTech,0.812,Health Tech,0.798,Longevity,0.793
157,6563,Amplimmune,amplimmune product drive company develop immune base biologic treat patient area cancer autoimmunity transplantation infectious disease amplimmune scientific founder johns hopkins university identify key immunological ligand receptor immunological checkpoint co stimulatory molecule basis develop new class biological treatment modulate critical mechanism body immune system aim better live patient suffer aberrant immunological condition,Genomics,0.777,BioTech,0.747,Psychedelics,0.737
158,7739,Amplyx-Pharmaceuticals,amplyx pharmaceuticals pre clinical stage company focus development small molecule drug enhance efficacy low toxicity amplyx employ platform approach improve small molecule drug addition small molecule exist drug company develop innovative therapy debilitate life threaten disease affect people compromise immune system amplyx pharmaceutical found headquartered san diego california,Psychedelics,0.771,BioTech,0.736,Genomics,0.733
159,10689,AMR-Centre,anti microbial research centre aim accelerate development new antibiotic provide development service company world return commercial share new product develop,Longevity,0.806,Life Sciences,0.806,Industrial IoT,0.793
160,7129,AMTE-Power,amte power partner niche customer enable scale transfer emerge new cell technology manufacture business involve transfer developed pilot scale process facility company work research group pilot scale facility early stage invention aid design manufacture amte power secure commercial project government back project research develop generation battery,Industrial IoT,0.799,Platforms,0.796,Automotive,0.794
161,4930,Anacail,anacail technology remove handle safety barrier associate use ozone generate ozone directly final product packaging packaging seal,3D Printing,0.857,Materials,0.838,Circular Economy,0.836
162,10488,Anaphore,anaphore immunonewco develop new class protein therapeutic address significant unmet medical need patient life threaten disease,Longevity,0.858,Life Sciences,0.824,Health Tech,0.813
163,2596,Andela,andela global talent network connect company engineer talent emerge market hundred lead company like github cloudflare viacomcbs leverage andela scale engineering team quickly cost effectively distribute organization span continent andela back investor include generation investment management chan zuckerberg initiative spark capital google venture,DeFi,0.763,Web3,0.747,Creator Economy,0.743
164,2087,Angry-Monk,angry monk platform help business fight food waste company marketplace product aggregate fresh quality surplus supply chain sell restaurant institutional canteen food manufacturer,Retail,0.847,Food & Beverage,0.842,E-commerce,0.818
165,278,Ankorstore,ankorstore online marketplace connect independent shop owner specialist brand neighborhood retailer offer benefit retailer brand retailer possibility discover select thousand brand click benefit day payment term test sale low minimum order quantity advantage constantly evolve tool offer platform brand creator ankorstore allow easily sell product store europe benefit direct contact return retailer payment delivery solve cash flow issue,E-commerce,0.827,Retail,0.803,Creator Economy,0.773
166,9471,Anodot,anodot autonomous analytic platform leverage advanced machine learn technique constantly analyze correlate business parameter provide real time alert forecast context lowering time detection resolution lead edge patented technology trust client industry range ecommerce fintech adtech telco gaming free play offense grow business,Analytics,0.859,Data Infrastructure,0.838,InsurTech,0.835
167,507,Anrok,anrok modern sale tax solution internet era build specifically saas business anrok unify sale tax monitoring calculation remittance financial stack,AdTech,0.852,InsurTech,0.85,Payments,0.85
168,730,Antenova,antenova engage design development supply standard custom antenna radio frequency antenna module product mobile handset adapter portable device laptop computer wireless device antenova incorporate headquartered stow cum quy united kingdom design sale support center taipei taiwan chicago illinois shanghai china manufacturing operation taiwan china,IoT,0.794,Industrial IoT,0.791,Network Infrastructure,0.786
169,8125,Anthro-Energy,anthro reimagine energy storage future advanced material company work solution press issue confront battery power electrify future ruggedize battery safely enable electrified future tomorrow back world class investor variety government grant,Energy Storage,0.833,Energy Distribution,0.807,Electrification,0.805
170,4356,Antiverse,antiverse new type antibody discovery company accelerate drug development platform exist intersection structural biology machine learn medicine enable breakthrough happen quickly cost effectively dedicate engineering future drug development change course people live,Longevity,0.823,Analytics,0.813,BioTech,0.812
171,3997,Antser,antser large provider expert witness service children social care sector alongside solution range direct work child core compliance transformation training technology include innovative impactful virtual reality vr program design interact support vulnerable member society industry lead subject matter expert antser develop service insight address urgent challenge country care sector deliver well outcome,InsurTech,0.791,EdTech,0.773,Future of Work,0.771
172,10173,Anyone,app give minute anyone time community marketplace make possible share knowledge live experience pay pay forward found sweden hybrid remote company team member stockholm london paris new york,Creator Economy,0.859,Sharing Economy,0.826,Metaverse,0.812
173,8168,Anything-World,not offer courier service ubisoft nexus interactive rehab techstar trust consistently deliver guarantee scalability regardless demand uptime,Connected Life,0.822,Creator Economy,0.817,E-commerce,0.814
174,3460,AnyVision,aanyvision world lead visual ai platform company enterprise globe use create trust seamless physical security experience customer employee companys solution build function camera resolution prove operate high accuracy real time real world scenario anyvision harness cut edge research powerful technology platform world safe intuitive connect place,Future of Work,0.84,Analytics,0.839,Platforms,0.835
175,1970,Aparito,aparito global health tech company bring clinical trial patient unlock real world datum mobile app video assessment wearable device provide patient centric platform integrate clinical regulatory expertise capture patient datum develop digital endpoint hybrid decentralized clinical trial streamline drug development process,Platforms,0.814,Health Tech,0.811,Business Intelligence,0.807
176,7124,ApcinteX,apcintex develop market anticoagulant apc pathway treat haemophilia apcintex develop new treatment seek turn activity key natural anticoagulant pathway produce normal blood clot patient haemophilia mean drug potentially treat patient type haemophilia include develop antibodie replacement factor furthermore drug cause anti clotting antibody form administer fortnightly simple injection skin,Psychedelics,0.745,Genomics,0.695,Longevity,0.666
177,8609,Apertio,apertio provide single open subscriber centric architecture current new generation operator aim eliminate complexity cost dramatically reduce new service deployment time lie foundation im network,Cloud Infrastructure,0.857,Edge Computing,0.85,Platforms,0.843
178,7295,Aperto-Networks,aperto network manufacturer highly versatile cost effective carrier grade wimax forum certify infrastructure equipment award win packetmax technology enable service provider enterprise worldwide profitably deliver affordable wireless voice broadband data service business residential customer government organization kind company offer solution fix mobile wimax application aperto support frequenciesboth license world,Mobile,0.793,IoT,0.78,5G Networks,0.78
179,3217,Aperza,aperza mission contribute redesigning manufacture industry eliminate barrier industry barrier information transaction communication company people face industry manufacturing industry japanese core industry like contribute rebirth industry activity support company challenge global market support start up try brand new industry trend industry smart factory believe lead increase people industry growth industry eventually,Future of Work,0.737,Industrial IoT,0.726,Social Networks,0.723
180,2621,Aphetor,aphetor change game giving bear digital generation sport term world good content creator compete kind entertaining challenge audience love create huge ecosystem snackable sharable content format channel consume,Creator Economy,0.821,Social Networks,0.816,Metaverse,0.804
181,2118,Apiary-Book,help beekeeper world well inform decision provide complete solution management monitoring analyze datum bee colony environmental factor affect health beekeeper line defense mission protect planet bee order overcome challenge modern beekeepe provide complete platform allow data collection analysis good practice define stakeholder involve apiculture industry,Analytics,0.782,Future of Work,0.771,Business Intelligence,0.766
182,10436,Apica,apica provide effective technology optimize performance cloud mobile application apica webexcellence suite offer company developer alike easy use cloud base load testing web performance monitoring tool test application maximum capacity daily performance improve load times protection peak load,Cloud Computing,0.837,Data Storage,0.833,Cloud Infrastructure,0.832
183,7270,Apolitical,apoliticalis global learning platform government help government transform connect public servant late good idea skill partner mission accelerate transformation government apolitical ten thousand public servant country mayor minister millennial digital innovator name fast company innovative company world,Creator Economy,0.78,Future of Work,0.757,Analytics,0.756
184,3492,Apollo-Agriculture,apollo help farmer emerge market maximize profit company use agronomic machine learn remote sense mobile phone deliver customize package credit high quality farm input advice double farm yield start kenya apolloassesse farmer credit risk customize package farmer specific location usingsatellite datum soil datum farmer behavior datum crop yield model,Analytics,0.77,DeFi,0.765,Business Intelligence,0.757
185,2585,Appear-Here,appear online marketplace retail space company found facilitated opening store uk france appear raise total vc funding previous backer spotify pinterest hailo trivago,Creator Economy,0.821,Retail,0.773,DeFi,0.766
186,938,AppExtras,appextras cross promotion network mobile application publisher publisher ability earn extra cash recommend new application exist user appextras enable mobile app publisher increase earning protect brand publisher curate app recommendation launch corey cotter glenn marcus,Creator Economy,0.829,Social Networks,0.797,Mobile,0.793
187,8336,AppGyver,appgyver provider innovative tool code development suitable novice season developer alike appgyver create user friendly business drive tool rapid app creation appgyver composer let company developer create distribute sophisticated business business business employee app appgyver tool trust user fortune company,Creator Economy,0.781,Analytics,0.779,Social Networks,0.778
188,7264,Applied,apply essential platform debiase hire anonymizing application leverage skill base methodology building transparency analytic step process platform identify vital talent overlook organization transform way hire discover good candidate help usher world feel sense inclusion equity belong,Future of Work,0.821,Analytics,0.814,Productivity,0.811
189,9916,Applied-Blockchain,apply blockchain build business application advanced cryptography provide superior datum security data privacy specialise privacy enhance technology distribute ledger build application enterprise startup financial service energy aviation automotive supply chain commodity telecom legal medical property recruitment large client shell investor,InsurTech,0.868,FinTech,0.864,DeFi,0.862
190,8472,Applifier,applifier cross promotion network social games application aug applifier reach mau work social application facebook applifier help social application grow provide portfolio application cross promote applifier user social application find high quality application use turn originating appklication get new viral user spend money,Creator Economy,0.706,Social Networks,0.703,Mobile,0.681
191,7235,Appredict,appredict ltd data analysis company specialise analyse understand development lifecycle app provide information app developer help maximise revenue stream product,Platforms,0.849,Analytics,0.837,AdTech,0.824
192,3138,AppsFlyer,appsflyer help brand good choice business customer advance measurement data analytic deep link engagement fraud protection datum clean room privacy preserve technology build idea brand increase customer privacy provide exceptional experience appsflyer empower thousand creator technology partner create well meaningful customer relationship learn visit,Social Networks,0.807,MarTech,0.791,Creator Economy,0.785
193,907,Appwrite,appwrite cut time cost require build modern application abstract simplify common development task rest apis help develop app fast secure way,Developer Tools,0.87,API-First,0.861,Big Data,0.85
194,9712,Apricity,apricity world virtual fertility clinic aim disrupt fertility treatment experience improve chance woman couple difficulty conceive datum artificial intelligence project lead prominent entrepreneur medical practitioner commit executive datum scientist prove track record,Future of Work,0.822,Analytics,0.81,Longevity,0.81
195,4900,Aptatek-Biosciences,aptatek develop diagnosis monitor inborn disease centralize laboratory aptatek core technology base dna aptamer sequence detect small molecule biomarker blood pressure identify large range marker analyze laboratory,Genomics,0.853,Longevity,0.799,BioTech,0.781
196,4702,Aqdot,aqdot technology allow raw material efficient way manufacture microcapsule lead low energy consumption waste potential application include encapsulate enzyme laundry detergent encapsulate fertiliser agrochemical sector microencapsulation multi annum industry establish application household personal care food agrochemical market,Semiconductors,0.756,Carbon Capture,0.748,Gut Microbiome,0.737
197,7814,Aquapak-Polymers,aquapak polymer developer polyvinyl alcohol resin product company provide polymer base resin material enable circular economy aquapak polymer technology material water soluble formulate biodegrade product,3D Printing,0.823,Materials,0.803,Circular Economy,0.783
198,2884,Aquapharm-Biodiscovery,aquapharm innovative drug discovery company focusse develop new product found chemical diversity marine micro organism core focus development novel pharmaceutical compound lead development novel antibiotic target gram negative gram positive infection addition aquapharm development pipeline feed active discovery portfolio anti oxidant anti inflammatorie novel biocatalyst,BioTech,0.767,Genomics,0.756,Psychedelics,0.749
199,7495,Archemix,archemix biotechnology company engage discover develop commercialize aptamer therapeutic prevention treatment chronic acute disease massachusetts aptamer product candidate include thrombotic microangiopathyie carotid endarterectomy surgical procedure company offer product candidate cardiovascular hematology oncology disease archemix incorporate base cambridge massachusetts,Genomics,0.77,Psychedelics,0.76,Health Tech,0.759
